year,speech
2013,Mr. President. I yield 7 minutes to the Senator from Wisconsin.
2013,Mr. President. I thank the chairman of the Intelligence Committee. The Senate should not be having a cloture vote on this legislation today. What we should be doing is considering and voting on the amendments that I and my colleagues tried to bring up last week. and other amendments that have been proposed to improve this badly flawed bill. But the minority does not think we should have the right to actually legislate here. They expect this body to rubberstamp that bill. I am afraid I have to say the conduct of the minority has been very disturbing on this. They insisted for weeks that it is absolutely critical to finish the FISA legislation by February 1. even going so far as to object repeatedly to efforts by the majority leader to extend for only 1 month the Protect America Acta law they rammed through this Chamber in Augustand they still dont want to give us another month so the Senate can carefully consider changes to it. So the majority leader brought to the floor the Intelligence Committee bill. the legislation that the minority wanted to consider and urged the Senate to stay in session through the weekend to complete work on it. I criticized the majority leader for bringing the Intelligence Committee bill to the floor because I thought the Senate should be working from the much better bill reported by the Judiciary Committee. on which I also serve. but I would have thought the minority would be pleased by the majority leaders decision. So what have they done in response? They have obstructed all efforts to actually work on this bill. They will not allow me to get a vote on the one amendment I have offeredan amendment cosponsored by Senator HAGELand they will not allow me or anyone else to offer any other amendments. They filed for cloture the day this Senate began working on the bill. after allowing only a single amendment to be called up. They have effectively halted Senate consideration of this bill. despite the fact they are the onesthey are the oneswho are arguing that the February deadline is so critical. They seem to think that scare tactics peddled by administration officials. such as the Vice President. will be enough to pressure the Senate into letting them have their way. I certainly hope they are wrong. Mr. President. as you well know. this legislation is in serious need of fixing. It authorizes widespread surveillance involving Americans at home and abroad. Yes. it does. Despite what the Senator from Missouri said. it certainly does do that. I have a number of amendments I want to offer. both to ensure that the FISA Court has more authority to oversee these authorities. and to guarantee Americans their fourth amendment rights. But I cannot even get a vote on the one. simple. straightforward. and extremely modest amendment I offered last week. This demonstrates how brazen these tactics are. This bipartisan amendment would merely require that the Government provide copies of important FISA Court orders and pleadings for review to the committees of jurisdiction in a classified setting. so that Members of Congress can understand how FISA has been interpreted and is being applied. You would think this amendment would be. as they say. a nobrainer. and yet the minority will not even consent to a vote on that. But at least that one amendment is pending. and we will get a vote eventu ally. If the Republicans succeed in cutting off debate on this legislation. the Senate will not be able to vote on any other amendments. including the amendment Senator DODD and I wish to offer to deny retroactive immunity to telecom companies that allegedly cooperated with the administrations illegal wiretapping program. It is unconscionable to think that the Senate should have to make a final decision on this legislation without even having an opportunity to debate and vote on whether to grant retroactive immunity to companies that allegedly cooperated with an illegal program. And why are we in this situation? Because the minority and the administration think they are entitled to ram the deeply flawed Intelligence Committee bill through the Senate without any changes. It seems they are worried the Senate might actually pass some of the very reasonable amendments I and others would like to offer if they give us a chance to do so or perhaps they are trying to sabotage the bill and then figure out a way to blame that outcome on Democrats. No Senatorno Senatorshould go along with these cynical. strongarm tactics. We have to stand up to the administration and stand up for our rights. I strongly urge my colleagues to oppose cloture. Invoking cloture on this bill would be an abdication of our responsibility to consider legislation that will have a huge impact on the American people for years to come. I hope even those who support the Intelligence Committee bill will think twice before voting to make this body a rubberstamp. I yield the floor.
2013,Mr. President. I dont know why any Member of the Senate would object to procedures we would employ within the bounds of the law to listen to communications of terrorists in order to detect and deter further terrorist attacks on our own soil or against Americans or our allies. That is what this legislation does. Unfortunately. I think we are beginning to see a dangerous trend on the part of the Senate: Never failing to put off until tomorrow what we could and should do today. This legislation has been considered for an awfully long time. as we all know. in a bipartisan vote of the Senate Intelligence Committee. 13 to 2. In October. this legislation was voted out of the Intelligence Committee in a carefully crafted attempt to consult with the Director of National Intelligence. the head of the Central Intelligence Agency. and all other intelligence community members who might be impacted by this legislation. There has been opportunity after opportunity for input into this legislation by Members of the Senate. Yet we hear today there are those on the floor of the Senate who are saying: Well. lets not vote on this legislation now. Lets kick the ball down the road another month so we can have the same debate. the same discussion we have been having for all those many months leading up to this point. The only reason we are where we are today is because we were unable to get a lengthy extension of the Foreign Intelligence Surveillance Act in August. Because of objections by those on the other side who are complaining about this legislation again today. we were only able to pass this legislation until December and then another extension was granted until February 1. when this Protect America Act expires of its own terms. I would hope this body would continue to act in a strong bipartisan manner in which the Intelligence Committee has voted this bill out of the Intelligence Committee by a vote of 13 to 2. I appreciate the fact that this body tabled the Judiciary Committees partisan substitute and sent a signal that bipartisanship and consensus may once again become ascendant in matters of national security in the Senate. I think we would see that as a welcome development. At a time when we are talking about an economic stimulus package and seeing cooperation from the Speaker and the minority leader in the House and the President of the United States on matters affecting the economy. why cant we get that same sort of bipartisan cooperation on matters affecting national security? Today. the Senate is poised to move this critical national security legislation one step closer to the Presidents desk. Todays vote will tell us much more about whether this Senate is ready to set aside partisanship and willing to get the job done. Members of this body will remember that in December we had to pass an Omnibus appropriations bill that affected all discretionary spending of the U.S. Federal Government because we had been unable to pass 11 out of the 12 appropriations bills that it was our responsibility to pass. Unfortunately. this Senate has an unfortunate recent tendency to put off things until tomorrow what we should and could be doing today. and we should not let that happen. We need to finish this legislation to give Members a chance to debate and then to vote. I dont favor each and every provision included in the bipartisan compromise that is sponsored by Chairman ROCKEFELLER and Vice Chairman BOND. but I do appreciate the fact that it is a carefully crafted compromise. It is a bipartisan compromise. It is the product of extensive consultation and negotiation with the experts in our intelligence and defense communities. In other words. this legislation reflects the valuable and necessary input of the very men and women who are currently intercepting phone calls. text messages. and emails between alQaida and their operativesthose who wish to do America and Americas interests harm. The Senate has two choices today as the deadline for action rapidly approaches on February 1. On the one hand. we can show the American people that at least when it comes to matters of national security. it is possible to put partisanship aside and to get the job done in a bipartisan way. The other choice. which the majority leader has proposed. is we ask the American people for an extension. that we kick the can down the road for another month. only to find ourselves back in precisely the same posture we are in today: With no issues resolved and with the same old debates to be rehashed when we ought to finish the job today and follow the path of maximum responsibility. I ask my colleagues: What excuse could there possibly be to put the tough choices off for another month? What justifies asking the American people for more time to get the job done when we know what the choices are and we have simply to make those choices by our vote today. We have had 6 months since the Protect America Act was passed in August of last year to get the job done. In that time. this legislation has been subjected to scrutiny by two Senate committees. and there has been significant time debating this legislation on the floor. The fact is there is no acceptable excuse for failing to do our duty and our job. The excuses offered for delay are as compelling as the old school house claim that my dog ate my homework. I couldnt get it done. I say no more excuses. no more extensions. It is time for Congress to come together in a bipartisan fashion in the national security interests of the United States. It is specious to say there is no consequence to another extension. and it is the height of irresponsibility to argue that delay is the only responsible choice. As Americas elected leaders. we have a responsibility to keep America safe. We cannot simply close our eyes and wish away the terrorist threat. It is easy this many years after September 11 to be lulled into a false sense of security as time takes us further away from that terrible attack on American soil. But it is undeniable that the threat from alQaida and Islamic extremists remains. In the face of the very real threat of radical Islamic terror. Congress must be resolute and we must eschew attempts to split along partisan lines. and we must embrace bipartisan solutions to our very real national security problem. That is what a vote on the Senate Intelligence Committee bill would reflect: a bipartisan solution to a national security challenge. That is why it defies credibility to argue that the responsible thing to do is to put the job off for another month. The majority leaders plea for an extension implies that the only two choices we have are. on the one hand. an extension for 1 month and. on the other hand. no bill at all. Neither of those is a responsible choice. In fact. there is a third option. and that option is for the Senate to pass a consensus bill that has the bipartisan support of the chairman and vice chairman of the Intelligence Committee and a bipartisan majority of the Senate. experts in the intelligence community. and the President of the United States. Lets be clear about what an extension means. An extension means further delay. It means putting off tough choices. It means not only to do so in a time of war but in a time of economic fragility. when we have other work we need to be doing on the floor of the Senate that is being taken up unnecessarily by repeating the same arguments over and over without any conclusion. It also means Congress has lacked the courage to relieve some of Americas leading companies from the burdens and costs of litigation arising from their cooperation in the war on terror. Let us remember the telecommunications companies that may have cooperated with our Government at the request of our President. and upon the certification of the Attorney General. the chief law enforcement officer. that what they were being asked to do was within the law. To continue to subject them to litigation for doing their civic duty. to incur ongoing expense and inconvenience and to risk information that is sensitive to our security coming out during the process is simply not a responsible option. Some in Congress apparently think these companies should have secondguessed the legal representations made by the President and the Attorney General in the days and weeks and months following the 9/11 attacks. Some in Congress have argued that the companies had a duty not to cooperate. a duty to refuse to assist this Nations intelligence community with tracking terrorists during wartime. That is. unfortunately. how far we have come in this debate and how off the mark some have come. These companies. as every good citizen who cooperates with their Government to try to keep America secure in good faith. deserve the protection we are being asked to give them in this legislation. These costly lawsuits have not only put in jeopardy the future cooperation of these firms but also the critical national security concerns potentially exposed to the discovery process in civil litigation. It may be popular in some quarters to bash corporate America. but that rhetoric is sorely misplaced in this debate. The men and women who manage these companies made a goodfaith decision to do their patriotic dutyto help their Government to track terrorists and to save American lives. and they should not be punished for it. They should be thanked for their cooperation. For Congress to allow these burdensome lawsuits to continue this long is unfortunate and unjust indeed. but for Congress to continue to put off the tough choices and leave these companies in legal limbo is not only unfortunate and unjust. it is also irresponsible. Now is the time for Congress to decide the questionno more excuses. no more delays. no more extensions. Today. the Senate can choose a path forward. a bipartisan path on critical national security measures. and I urge all my colleagues on both sides of the aisle to work together to move this bipartisan bill forward by voting for cloture at 4:30. I yield the floor.
2013,"Mr. President. I rise today in support of cloture on S. 2248. the Foreign Intelligence Surveillance Amendments Act. or FISA Amendments Act. Time is running out on congressional action to fix FISA. The Protect America Act. which Congress passed in August to close gaps in our foreign intelligence collection. expires this Friday. February 1. 2008. Prior to congressional action in August. our intelligence community was unable to collect vital foreign intelligence without the prior approval of a court. And I emphasize in that ""foreign"" intelligence. This will be the case again if we do not make permanent these changes. Before August. if our intelligence community wanted to direct surveillance at an alQaida member located in Pakistan who was communicating with an operative terrorist in Germany. they would have to first petition the FISA Court for approval. In August of this year. our intelligence community told us that without updating FISA. they were not just handicapped. but they were hamstrung. The Protect America Act temporarily fixed the intelligence community legal gaps. The Director of National Intelligence highlighted some of the critical intelligence gained under the Protect America Act. including: insight and understanding leading to disruption of planned terrorist attacks. efforts of an individual to become a suicide operative. instructions to a foreign terrorist associate about entering the United States. efforts by terrorists to obtain guns and ammunition. terrorist facilitator plans to travel to Europe. identifying information regarding foreign terrorist operatives. plans for future terrorist attacks. and movements of key extremists to abate a risk. With the Protect America Act set to expire. Congress must act swiftly before our core collectors are faced with losing this kind of valuable intelligence as a result of inaction by Congress. Although the Protect America Act enabled the intelligence community to continue its important work. Congress would be derelict in its duties to merely extend the expiration of this act. The Senate Intelligence Committee has been reviewing and drafting FISA legislation since April of last year. Last fall. the committee considered and passed the bill that is now before us. In December. the bill came to the Senate floor for consideration. but some of my colleagues on the other side of the aisle delayed its consideration. We are now faced. after almost 10 months of thorough consideration. with the ability to pass legislation which will improve our intelligence collection and which contains safeguards for U.S. citizens privacy rights that the Protect America Act does not contain."
2013,"Mr. President. I rise today in opposition to the Intelligence Committees version of the Foreign Intelligence Surveillance Amendments Act of 2007. It is without question that I support giving the administration the surveillance tools it needs to keep us safe. But Congress has both a duty to keep the American people safe and uphold the Constitution. It is therefore incumbent upon us in the Senate to craft clear legislation that protects both our national security and our civil liberties. We can do that by passing the Judiciary Committee substitute. which gives the administration the tools it needs to collect foreign intelligence and protects innocent Americans by ensuring that the FISA Court. and not the Attorney General. decides whether surveillance of a U.S. person is proper. One of the defining challenges of our age is to combat international terrorism while maintaining our national values and our commitment to the rule of law and individual rights. These two obligations are not mutually exclusive. Indeed. they reinforce one another. Unfortunately. the Presidents national security policies have operated at the expense of our civil liberties. The examples are legion. but the issue that prompted the legislation before us today is one of the most notorioushis secret program of eavesdropping on Americans without congressional authorization or a judges approval. After insisting for a year that the President was not bound by the Foreign Intelligence Surveillance Acts clear prohibition on warrantless surveillance of Americans. the administration subjected its surveillance program to FISA Court review in January of last year. Then. last August. citing operational difficulties and heightened threats that required changes to FISA. the administration passed the Protect America Actover my objection and that of many of my colleagues. The Protect America Act. which sunsets at the end of this month. amended FISA to allow warrantless surveillance. even when that surveillance intercepts the communications of innocent American citizens inside the United States. The administration identified two problems it faced in conducting electronic surveillance under FISA. First. the administration wanted clarification that it did not need to obtain a FISA warrant in order to conduct surveillance of calls between two parties when both of those parties are overseas. Because of the way global communications are now transmitted. many communications between people all of whom are overseas are nonetheless routed through switching stations inside the United States. In other words. when someone in Islamabad. Pakistan. calls someone in London. that call is likely to be routed through communications switching stations right here in the United States. Congress did not intend FISA to apply to such calls. and I support a legislative fix to clarify that point. The second problem the administration identified is more difficult. Even assuming that the government does not need a FISA warrant to tap into switching stations here in the United States in order to intercept calls between two people who are abroadbetween Pakistan and England. for exampleif the target in Pakistan calls someone inside the United States. FISA requires the government to get a warrant. even though the government is ""targeting"" the caller in Pakistan. The administration wants the flexibility to begin electronic surveillance of a ""target"" abroad without having to get a FISA warrant to account for the possibility that the ""foreign target"" might contact someone in the United States. I agree with the administrations assessment of the problem. but I dont support its solution. The administrations proposal. which is reflected in the Intelligence Committees version of the FISA Amendments Act. would significantly expand the scope of surveillance permitted under FISA by exempting entirely any calls to or from the United States. as long as the government is ""targeting"" someone reasonably believed to be located outside the United States. The government could acquire these communications regardless of whether either party is suspected of any wrongdoing. The Attorney General and the Director of National Intelligence would make the determination about whom to target on their own. and they would merely certify. afterthefact. to the FISA Court that they had reason to believe the target was outside the United States. regardless of how many calls to innocent American citizens inside the United States were intercepted in the process. This Intelligence Committee bill authorizes surveillance that is broader than what is necessary to protect national security and that is why I oppose it. The Intelligence Committee bill offers no protection for the innocent Americans who communicate with overseas relatives. business partners. or friends. Indeed. it allows the government unfettered access to these innocent Americans communications. And once the government collects these communications. it can share them with other agencies throughout the government. The Judiciary Committee substitutewhich authorizes much broader surveillance powers than the government had under FISA before the Protect America Act became lawoffers several significant protections. I will mention a few: First. the Judiciary Substitute protects against the ""bulk collection"" of communications by requiring the government to target a specific person or phone number abroad. rather than allowing the acquisition in bulk the millions of communications going into and out of the United States. Second. it requires the government to obtain an individualized warrant from the FISA Court if the governments acquisition of a person inside the United States becomes a significant purpose of its surveillance of the foreign target. Third. it provides for much more robust and meaningful congressional oversight. And fourth. it does not provide retroactive immunity for the telecommunications carriers. I oppose granting retroactive immunity because if the carriers violated clearly stated Federal law. they should be held accountable. Cases against the carriers are already making their way through the courts. Retroactive immunity would undermine the judiciarys role as an independent branch of government. Furthermore. the provision that holds carrier liable for violations of the act is an important enforcement mechanism. It is fundamental to securing the privacy rights that FISA was meant to protect. When the Senate passed FISA. after extensive hearings. 30 years ago by a strong bipartisan vote of 95 to 1. I stated that it ""was a reaffirmation of the principle that it is possible to protect national security and at the same time the Bill of Rights."" I still believe thats possible. but not if we enact the Intelligence Committee bill. Mr. President. I yield the floor and suggest the absence of a quorum."
2013,Mr. President. I ask unanimous consent that the order for the quorum call be rescinded.
2013,Mr. President. I ask unanimous consent that the time for the quorum we will go into be equally divided between Senators BOND and ROCKEFELLER.
2013,I suggest the absence of a quorum.
2013,Mr. President. I ask unanimous consent that the order for the quorum call be rescinded.
2013,Mr. President. how much time is remaining on our side?
2013,"Mr. President. while we are waiting for Members of the other side to come forward. I will make a few remarks. and we will see if we have some others join us. I was talking about some of the proposed amendments and questions that have arisen about this bill. There are some who would demand that a court order be obtained any time a call involved a U.S. citizen. But anybody who understands FISA or intelligence collection knows that is operationally impossible. For 30 years. the intelligence community has used minimization procedures when inadvertently intercepted calls come to or from nontargeted U.S. persons. So far. we are totally unaware of any abuses of this system. The minimization procedures have worked well. They worked well when information was being collected by radio. without a FISA Court order. and they continue to work well because the welltrained people who run the NSA operations are overseen by multiple layers of supervisors and inspectors general and attorneys from the Department of Justice. There is no way to know. when a terror suspect places a call from a location in the Middle East. whether that person is going to call someone in his country or a neighboring country or the United States. So if you say you cannot intercept that call if it goes to a U.S..person. what. in effect. you are saying is you cannot intercept that call because you dont know where the call is going. So it means there will have to be an order for every foreign terrorist surveillance conducted by the NSA. and that is totally unworkable. We have seen that before. That shut the system down. It is unsound policy to require a FISA Court order if a terrorist target abroad calls a U.S. person. That may be the most important call to intercept in order to protect us from a terrorist attack at any time. and time matters. Do we really mean that the call cannot be intercepted until a court filing is prepared and reviewed by Government lawyers and that the FISA Court must review the application and supporting amendments? I hope not. Our enemies are not stupid. They would figure out very quickly that they can slow us down and bring our intelligence community to a halt simply by placing periodic calls to the United States. Some believe that the FISA framework in place is enough to keep us safe and that we dont need the Intelligence Committee bill. I find that comment disturbing. It is the FISA framework that created significant intelligence gaps threatening the security of our Nation. It is only because we passed the Protect America Act that those gaps were closed. I have already spoken about the problems with the Judiciary Committee bill. I wish to address some concerns and some ideas raised about the Foreign Intelligence Surveillance Court. the FISA Court. I think our bill out of the Intelligence Committee strikes the appropriate balance between providing tools needed to collect intelligence and a meaningful oversight role for Congress and the FISA Court. There are a lot of misperceptions about the FISA Court. As mentioned previously. for example. there are those who suggest the court should have decided whether providers acted in good faith before immunity is granted. We were told this makes sense because the court ""sits 24/7 and this is all they do. They would act en banc."" That is not accurate. The FISA Court does not sit 24 hours a day. 7 days a week. It is composed of U.S. judges from U.S. district courts throughout the country who have their own full caseloads and come to Washington. DC. on a rotating basis simply. as the enabling legislation says. to issue FISA Court orders. As a result. it would be difficult to get them to sit together. Given the courts facilities. it is not set up to preside over litigation. We were told that this is why the FISA Court was set up. but the legislative history and the measures-"
2013,Mr. President. I will then close and urge that our colleagues adopt cloture so that we may move forward on this very important bill. I yield the floor.
2013,Mr. President. how much time remains on our side?
2013,I yield 9Y2 minutes to the Senator from Connecticut.
2013,"Mr. President. I thank the manager of the legislation. Senator ROCKEFELLER. Once again. I will say that I have great admiration for the work done by the committee. It is not an easy matter. The Intelligence Committee has serious work to do. Much of what they have done. I agree with. My objections here this afternoon are focused on one aspect of the legislation rather than the cumulative effort the committee has made. Let me address the issue we will be voting on. and that is cloture. That is a critical issue for all of us. Aside from the question of whether I agree or disagree with various amendments. or even the bill. we find ourselves in the midst of a parliamentary nightmare. We have been in this position since late last year. going back to December. So much hinges on this bill. It will set Americas terrorist surveillance policy well into the next Presidential term and beyond if a period of 6 years is adopted or even the 4 years suggested by Senator CARDIN and others. Depending on the outcome of the debate. this legislation has the power to bring that surveillance under the rule of law or to confirm the Presidents urge to be a law of his own. It has the power to bring the facts of warrantless spying to light and to public scrutiny. or to lock down those facts as the property of only the powerful. It has the power. obviously. to declare the same law applies to all of us regardless of economic circumstances. well connected or not. or to set the precedent that some corporations are far too rich. far too affluent to be sued. that immunity can effectively not be brought against them. Wherever you come down on these choicesand I know there are those of us who have different opinionsyou certainly cannot be neutral. in my view. None of us can be neutral on a matter such as this. This is one of the most important and contentious pieces of legislation we will debate in this session. and I argue any session of Congress. and yet the Senate is frozen today. I objected passionately to retroactive immunity. but I did not shut out debate. Republicans have frozen this body since debate began. not only lastweek but going back further. and they unwittingly created a perfect microcosm of retroactive immunity right here in this body. Because both flow from the same impulse: shutting down the organs of Governmentin this case. the legislation. the courts. and now. because of the procedural nightmare we find ourselves in. the Senatewhen you are afraid. of course. you will not get your way. That is why President Bush wants his favored corporations saved from lawsuits. it appears. That is why the minority party wants this bill saved from any and all amendments. saved from serious and thoughtful discussion. As a committee chairman myself. as I pointed out the other day. I wish I had the privilege being requested by the minority. I sometimes wished the bills we passed out of committee would have swept out of this body when I came to the Senate floor without a single amendment. That is not how this body works. It was never intended to work that way. It is certainly not the way the Founders intended it to work. Amendments are not entitled to pass. but they are entitled to a fair hearing. a fair debate. and a fair vote. The minority can object as strenuously as it wants. but it must do so fairly. I accept that principle. even when it does not go my way. even on immunity itself. I understand a minority cannot stand forever. Is it too much for Republicans to extend the same courtesy? On a bill as important as this one. it would be ridiculous to curtail debate. shut out new ideas. or rush to a conclusion without even extending the Protect America Act for a month to give us the time we need. Whether you agree with them or notand some I disagree with myselfthe amendments offered by my Democratic colleagues are serious proposals and deserving of serious consideration. Shouldnt we debate whether this new surveillance regime ought to stay inflexible through the next Presidential term and into the one after that? Shouldnt we debate whether we are going to categorically outlaw unconstitutional reverse targeting or indiscriminate vacuum cleaner bulk collection? Shouldnt we debate whether Congress even gets to see the secret rulings of the FISA Court? Those are some of a few of the wellintentioned proposals we need to consider before we vote on this bill. But across the board. the Republican answer to those questions is absolutely not. in every single instance: No debate. no votes. I disagree. and I will vote against cloture because we havent done our job yet. I will also vote against cloture because I cannot support the bill as it now stands. as my colleagues know. First. the legislation still contains some egregious provisions for corporate immunity. I already made my objection to immunity many times over the last number of days. It puts the Presidents chosen few above the law. in my view. it endorses possibly illegal spying on Americans. and it strikes a harsh blow against the rule of law. I will continue to fight retroactive immunity with all the strength any one Senator can muster. But I also strongly object to many of the intelligencegathering portions of the bill. as well as supporting many of them that have been included. This bill reduces court oversight of spying nearly to the point of symbolism. It would allow the targeting of Americans on false pretenses. It opens up new twisted rationales for warrantless wiretapping. which is exactly what it ought to prevent. It could allow bulk collection of communications of millions of Americans as soon as an administration. whether this one or future one. has the wherewithal to build such an enormous dragnet. and it sets all of these deeply flawed provisions in stone for 6 years. depriving us of the flexibility we need to fight terrorism. For all of those reasons. as well. I will vote against cloture later this afternoon. Tonight. the President will come to Congress to speak to us and to the American people about the state of our Union. I hope he will use that opportunity to realize the Senate needs more time to do its constitutional duty to debate and consider this important legislation. However. I am concerned that he will instead continue to threaten to veto this legislation unless it includes retroactive immunity for the telecommunications industry. The President has said this bill is essential to ""protecting the American people from enemies who attacked our country."" That is a quotation. So why is he trying to stop it? Why is he promising to veto it? Why is he throwing it all away to protect a few corporations from lawsuits? I fear that if we give this President what he wants. we risk weakening the rule of law and placing the rights of some of the Presidents favored corporations over the rights of ordinary American citizens. I hope my colleagues will join with those of us who oppose cloture today on the substitute amendment to allow the Senate the time it needs to debate and improve the FISA Amendments Act. This issue is far too important for the security of our Nation and to our civil liberties to do otherwise. As we all know. as I have stated over and over. this is historic tension that dates back to the founding of our Republic. of keeping us safe from those who would do us harm. and protecting the rights and liberties of American citizens. It has been a tension that has been debated and argued for more than 200 years. and the adoption of the FISA legislation three decades ago created the means by which that balance could be struck. allowing us to do what is necessary to protect us against those who would do us harm while simultaneously guaranteeing those rights and liberties we enjoy as Americans would be protected in these circumstances. It is a critical point to maintain that balance. My fear is this legislation. particularly with retroactive immunity. upsets that balance significantly. As I said before. and I will repeat in closing. had this been a few months. even a year in the wake of 9/11. had this administration had a record of by and large supporting the rule of law. I would not stand here and demand that we not include retroactive immunity under those circumstances. But there has been a pattern of behavior by this administration from the very outset. We now know these warrantless wiretaps began in January or February of 2001. not in the wake of 9/11. So even prior to the tragic events of September 11. 2001. this administration had begun a pattern of seeking warrantless wiretaps on average American citizens without the court orders provided for under the Foreign Intelligence Surveillance Act. Of course. it went on for 5 years and would still be ongoing were it not for a whistleblower in a report in a major American newspaper uncovering this program. This went on for 5 long years amidst a pattern of behavior by this administration. I do not think I need to necessarily enumerate the examples of that pattern. beginning with Abu Ghraib. secret prisons and rendition. habeas corpus. the U.S. Attorneys Of-"" fice. and the list goes on and on. I cannot undo those mistakes. but they are more than just mistakes. They are tragic examples of this administrations trampling all over the rule of law. What we can do this evening and what we can do in the coming days. collectively. Democrats and Republicans. is pass a FISA bill. much of which is included in the work of Senator ROCKEFELLER and Senator BOND. There will be some objections. obviously. to some amendments that will be offered. but to get our work done. pass this legislation. and move on to other business. The issues are far too important to leave them otherwise. I thank. again. Senator ROCKEFELLER for giving me some time and urge our colleagues to vote against the cloture motion when that moment occurs. I yield the floor."
2013,I suggest the absence of a quorum.
2013,Mr. President. I ask unanimous consent that the order for the quorum call be rescinded.
2013,"Mr. President. we are now only a few days away from the expiration of the Protect America Act. days away from a situation in which the intelligence community will be unable to freely monitor new terrorist targets overseas. We are flirting with disaster. and the American people deserve to know how we got in this predicament. So let me review it. Ten months ago. the Director of National Intelligence asked us to reform the Foreign Intelligence Surveillance Act. Our friends on the other side waited until July to take up a bill that agreed with his recommendations. It was not until August that Congress finally answered his pleas by authorizing for 6 months the overseas surveillance of foreign terrorist targets with the Protect America Act. When our friends on the other side got back from the August break. they vowed to quickly address what they decried as the shortcomings of the Protect America Act. The Senate Intelligence Committee. under the leadership of Senator ROcKEFELLER and Senator BOND. took up the task. Reforming FISA was complicated and demanding work. but the committee members came together. as they were intended to. along with the executive branch. which. of course. was necessary. Everyone involved acted with determination. deliberation. and considerable skill. The process lasted 4 months. It involved numerous hearings. briefings. and negotiation sessions. The final product was a model of bipartisanship and accommodation across the Senate aisle and with the White House. The committee vote was not 15 to 0. but around here 13 to 2 is almost as impressive. But what was perhaps even more impressive is the fact that such a broad coalition of players had come together to meet the minimum standards required of any legislation that replaces the Protect America Act. something that allows the intelligence community to operate without unreasonable and counterproductive restrictions. which protect phone carriers from frivolous lawsuits for helping the Government hunt for terrorists. and which is guaranteed to be signed into law. All of those things are contained in the BondRockefeller. RockefellerBond proposal. Unfortunately. it was not until just before the Christmas break that our friends decided to even turn back to this vital issue. and even then we had to listen to a filibuster against FISA reform. Then when we began this session. our Democratic colleagues delayed consideration of FISA reform again by moving to the Indian health care bill instead. So here we are. once again. pushed up against a looming deadline. During last weeks consideration of the FISA reauthorization. the majority said it would not consider a 60vote threshold for votes. It did not offer time agreements. nor did it make any effort to limit the number of amendments. In short. the Senate faces a legislative logjam that ensures that we will let the February 1 deadline come and go without making a reasonable effort to enact a law. It should not have turned out this way. The administration negotiated in good faith with the Democratic majority on the committee that has the technical. operational expertise to handle the subject. And in the course of painstaking negotiations. the administration made tough concessions to our Democratic colleagues. It did this in order to arrive at a fair. bipartisan result that would allow it to continue to protect the homeland. Now that work is being brushed aside. The menu of amendments to the Intelligence Committee bill is little more than an effort to renegotiate this hardwon deal. an effort to deconstruct the bipartisan Intelligence Committee bill. and reconstruct. amendment by amendment. the divisive Judiciary Committee bill that was tabled by a strong bipartisan majority. That bill will notI repeat. will notbecome law. Reconstructing the Judiciary Committee bill is a pointless exercise. And with only 5 days until the Protect America Act expires. it is an exercise in which we do not have the luxury to engage. We can get serious and pass the bipartisan Intelligence Committee product or we can waste time on voting for poison pill amendments that weaken the bill and that will prevent it from becoming law. I urge our colleagues to make the right choice. to vote for cloture so that we can continue to protect the homeland and against cloture on the 30day extension. We cannot delay this important legislation for another month. Of course. the President will not sign a 30day extension. That said. if we cannot complete this bill. Republicans will not allow this critical program to expire and will offer a shortterm extension. if necessary. To be perfectly clear. I urge that there be a ""yes"" vote on cloture on the bill. a ""no"" vote on cloture on the 30day extension. an amendment to the bill which actually would not achieve a 30day extension anyway but I think is a place that we do not want to go on record as having supported because the President will not sign that anyway. And in the next few days. we will consider what kind of shortterm options might be appropriate to let us get back to this very important legislation so painstakingly put together by the expert leadership of Senator ROCKEFELLER and Senator BOND. I yield the floor."
2013,Mr. President. I suggest the absence of a quorum. and I ask that the time involved be divided between the two sides.
2013,Mr. President. I ask unanimous consent that the order for the quorum call be rescinded.
